,Label,Message
19,financial,"Repair ref.no for your car is JC88722632 opened on 2010-10-10 16:13hrs,ETD of your car is 2010-10-11 10:39hrs and est.repair amt is Rs.923 Rgds, Hyundai Auto Agency"
20,financial,"Repair ref.no for your car is JC58177451 opened on 2013-10-27 7:22hrs,ETD of your car is 2013-10-28 12:16hrs and est.repair amt is Rs.1021 Rgds, True Value"
21,financial,Bill dated 2013-08-12 for Rs 657 has been generated for your Reliance fixedline/broadband relationship no. 35516314. The same will reach you by 2013-08-15. Due date: 2013-08-27.
22,financial,"Repair ref.no for your car is JC68163348 opened on 2009-12-31 10:44hrs,ETD of your car is 2010-01-01 11:32hrs and est.repair amt is Rs.1319 Rgds, Hyundai Auto Agency"
23,financial,Bill dated 2014-04-23 for Rs 1022 has been generated for your Airtel fixedline/broadband relationship no. 31676612. The same will reach you by 2014-04-26. Due date: 2014-05-08.
24,financial,Bill dated 2010-10-27 for Rs 938 has been generated for your Bsnl fixedline/broadband relationship no. 22568512. The same will reach you by 2010-10-30. Due date: 2010-11-11.
25,financial,"Repair ref.no for your car is JC58337615 opened on 2011-09-20 8:51hrs,ETD of your car is 2011-09-21 6:44hrs and est.repair amt is Rs.834 Rgds, Lakshmi Auto Agency"
26,financial,"Repair ref.no for your car is JC42714437 opened on 2012-01-09 6:14hrs,ETD of your car is 2012-01-10 7:47hrs and est.repair amt is Rs.1087 Rgds, Lakshmi Auto Agency"
27,financial,Bill dated 2013-03-31 for Rs 1138 has been generated for your Bsnl fixedline/broadband relationship no. 56763777. The same will reach you by 2013-04-03. Due date: 2013-04-15.
28,financial,Bill dated 2011-10-05 for Rs 272 has been generated for your Idea fixedline/broadband relationship no. 58417452. The same will reach you by 2011-10-08. Due date: 2011-10-20.
29,financial,Bill dated 2011-07-07 for Rs 795 has been generated for your Airtel fixedline/broadband relationship no. 23842542. The same will reach you by 2011-07-10. Due date: 2011-07-22.
30,financial,"Repair ref.no for your car is JC86621545 opened on 2012-12-31 17:44hrs,ETD of your car is 2013-01-01 22:31hrs and est.repair amt is Rs.2892 Rgds, Lakshmi Auto Agency"
31,financial,Bill dated 2009-11-24 for Rs 263 has been generated for your Reliance fixedline/broadband relationship no. 56726223. The same will reach you by 2009-11-27. Due date: 2009-12-09.
32,financial,Bill dated 2012-01-29 for Rs 518 has been generated for your Airtel fixedline/broadband relationship no. 41725135. The same will reach you by 2012-02-01. Due date: 2012-02-13.
33,financial,"Repair ref.no for your car is JC14475268 opened on 2010-03-07 15:34hrs,ETD of your car is 2010-03-08 4:40hrs and est.repair amt is Rs.2718 Rgds, Maha Veer Auto Agency"
34,financial,"Repair ref.no for your car is JC82373675 opened on 2013-09-23 22:34hrs,ETD of your car is 2013-09-24 15:50hrs and est.repair amt is Rs.850 Rgds, Aryan Auto Agency"
35,financial,Bill dated 2011-04-19 for Rs 343 has been generated for your Jio fixedline/broadband relationship no. 11312843. The same will reach you by 2011-04-22. Due date: 2011-05-04.
36,financial,"Repair ref.no for your car is JC31363332 opened on 2011-06-22 4:34hrs,ETD of your car is 2011-06-23 9:30hrs and est.repair amt is Rs.1251 Rgds, Bimal Auto Agency"
37,financial,Bill dated 2010-02-12 for Rs 948 has been generated for your Bsnl fixedline/broadband relationship no. 45256634. The same will reach you by 2010-02-15. Due date: 2010-02-27.
38,financial,Bill dated 2010-05-18 for Rs 899 has been generated for your Aircel fixedline/broadband relationship no. 65231418. The same will reach you by 2010-05-21. Due date: 2010-06-02.
39,financial,"Repair ref.no for your car is JC81863543 opened on 2014-05-29 11:55hrs,ETD of your car is 2014-05-30 14:40hrs and est.repair amt is Rs.661 Rgds, Sarden Auto Agency"
40,financial,"Repair ref.no for your car is JC78168166 opened on 2014-01-02 2:19hrs,ETD of your car is 2014-01-03 1:46hrs and est.repair amt is Rs.2104 Rgds, Sarden Auto Agency"
41,financial,"Repair ref.no for your car is JC61375351 opened on 2012-11-12 23:57hrs,ETD of your car is 2012-11-13 17:32hrs and est.repair amt is Rs.531 Rgds, Aryan Auto Agency"
42,financial,Bill dated 2012-06-22 for Rs 643 has been generated for your Jio fixedline/broadband relationship no. 32563888. The same will reach you by 2012-06-25. Due date: 2012-07-07.
43,financial,Bill dated 2012-07-17 for Rs 634 has been generated for your Jio fixedline/broadband relationship no. 12233146. The same will reach you by 2012-07-20. Due date: 2012-08-01.
44,financial,Bill dated 2015-02-04 for Rs 379 has been generated for your Jio fixedline/broadband relationship no. 72264672. The same will reach you by 2015-02-07. Due date: 2015-02-19.
45,financial,Bill dated 2013-03-21 for Rs 611 has been generated for your Bsnl fixedline/broadband relationship no. 55271881. The same will reach you by 2013-03-24. Due date: 2013-04-05.
46,financial,"Repair ref.no for your car is JC41166545 opened on 2009-11-15 22:29hrs,ETD of your car is 2009-11-16 16:22hrs and est.repair amt is Rs.991 Rgds, Maha Veer Auto Agency"
47,financial,"Repair ref.no for your car is JC62312513 opened on 2012-04-06 0:58hrs,ETD of your car is 2012-04-07 5:38hrs and est.repair amt is Rs.2604 Rgds, Maruti Auto Agency"
48,financial,"Repair ref.no for your car is JC34624427 opened on 2015-07-25 0:57hrs,ETD of your car is 2015-07-26 17:19hrs and est.repair amt is Rs.1704 Rgds, Sarden Auto Agency"
49,financial,Bill dated 2014-07-09 for Rs 298 has been generated for your Airtel fixedline/broadband relationship no. 83787654. The same will reach you by 2014-07-12. Due date: 2014-07-24.
50,financial,Bill dated 2011-11-18 for Rs 1135 has been generated for your Vodafone fixedline/broadband relationship no. 18651423. The same will reach you by 2011-11-21. Due date: 2011-12-03.
51,financial,"Repair ref.no for your car is JC14363252 opened on 2014-12-02 6:28hrs,ETD of your car is 2014-12-03 7:55hrs and est.repair amt is Rs.2675 Rgds, True Value"
52,financial,Bill dated 2010-06-27 for Rs 249 has been generated for your Jio fixedline/broadband relationship no. 11648757. The same will reach you by 2010-06-30. Due date: 2010-07-12.
53,financial,Bill dated 2012-01-12 for Rs 474 has been generated for your Bsnl fixedline/broadband relationship no. 47728257. The same will reach you by 2012-01-15. Due date: 2012-01-27.
54,financial,Bill dated 2014-06-02 for Rs 753 has been generated for your Airtel fixedline/broadband relationship no. 28884646. The same will reach you by 2014-06-05. Due date: 2014-06-17.
55,financial,Bill dated 2009-12-30 for Rs 456 has been generated for your Idea fixedline/broadband relationship no. 14461337. The same will reach you by 2010-01-02. Due date: 2010-01-14.
56,financial,"Repair ref.no for your car is JC47275237 opened on 2013-05-18 6:30hrs,ETD of your car is 2013-05-19 4:39hrs and est.repair amt is Rs.2007 Rgds, Maruti Auto Agency"
57,financial,Bill dated 2009-09-15 for Rs 100 has been generated for your Idea fixedline/broadband relationship no. 84514523. The same will reach you by 2009-09-18. Due date: 2009-09-30.
58,financial,"Repair ref.no for your car is JC64118321 opened on 2014-06-26 17:10hrs,ETD of your car is 2014-06-27 13:17hrs and est.repair amt is Rs.1699 Rgds, Aryan Auto Agency"
59,financial,Bill dated 2014-04-12 for Rs 1002 has been generated for your Jio fixedline/broadband relationship no. 17826737. The same will reach you by 2014-04-15. Due date: 2014-04-27.
60,financial,Bill dated 2014-06-14 for Rs 400 has been generated for your Vodafone fixedline/broadband relationship no. 24682321. The same will reach you by 2014-06-17. Due date: 2014-06-29.
61,financial,Bill dated 2011-01-24 for Rs 822 has been generated for your Docomo fixedline/broadband relationship no. 83835551. The same will reach you by 2011-01-27. Due date: 2011-02-08.
62,financial,"Repair ref.no for your car is JC73122732 opened on 2013-10-12 10:16hrs,ETD of your car is 2013-10-13 22:48hrs and est.repair amt is Rs.959 Rgds, Maha Veer Auto Agency"
63,financial,Bill dated 2015-01-24 for Rs 291 has been generated for your Jio fixedline/broadband relationship no. 22783347. The same will reach you by 2015-01-27. Due date: 2015-02-08.
64,financial,"Repair ref.no for your car is JC53253652 opened on 2012-04-29 12:31hrs,ETD of your car is 2012-04-30 10:31hrs and est.repair amt is Rs.2007 Rgds, Maha Veer Auto Agency"
65,financial,Bill dated 2010-11-04 for Rs 947 has been generated for your Reliance fixedline/broadband relationship no. 28674743. The same will reach you by 2010-11-07. Due date: 2010-11-19.
66,financial,Bill dated 2012-09-26 for Rs 741 has been generated for your Bsnl fixedline/broadband relationship no. 85844382. The same will reach you by 2012-09-29. Due date: 2012-10-11.
67,financial,"Repair ref.no for your car is JC44663584 opened on 2015-08-06 10:17hrs,ETD of your car is 2015-08-07 20:40hrs and est.repair amt is Rs.1198 Rgds, Hyundai Auto Agency"
68,financial,Bill dated 2015-06-22 for Rs 600 has been generated for your Vodafone fixedline/broadband relationship no. 66724774. The same will reach you by 2015-06-25. Due date: 2015-07-07.
69,financial,Bill dated 2014-08-08 for Rs 240 has been generated for your Aircel fixedline/broadband relationship no. 15681166. The same will reach you by 2014-08-11. Due date: 2014-08-23.
70,financial,Bill dated 2013-07-25 for Rs 940 has been generated for your Bsnl fixedline/broadband relationship no. 85511136. The same will reach you by 2013-07-28. Due date: 2013-08-09.
71,financial,Bill dated 2012-08-30 for Rs 100 has been generated for your Aircel fixedline/broadband relationship no. 62262784. The same will reach you by 2012-09-02. Due date: 2012-09-14.
72,financial,"Repair ref.no for your car is JC22825678 opened on 2013-07-25 21:53hrs,ETD of your car is 2013-07-26 5:22hrs and est.repair amt is Rs.1593 Rgds, True Value"
73,financial,"Repair ref.no for your car is JC12582644 opened on 2014-04-23 18:40hrs,ETD of your car is 2014-04-24 19:37hrs and est.repair amt is Rs.230 Rgds, Sarden Auto Agency"
74,financial,Bill dated 2010-07-17 for Rs 794 has been generated for your Idea fixedline/broadband relationship no. 11165443. The same will reach you by 2010-07-20. Due date: 2010-08-01.
75,financial,Bill dated 2013-11-25 for Rs 662 has been generated for your Docomo fixedline/broadband relationship no. 31432456. The same will reach you by 2013-11-28. Due date: 2013-12-10.
76,financial,"Repair ref.no for your car is JC56771815 opened on 2015-05-20 16:56hrs,ETD of your car is 2015-05-21 2:13hrs and est.repair amt is Rs.2824 Rgds, True Value"
77,financial,Bill dated 2010-07-01 for Rs 487 has been generated for your Jio fixedline/broadband relationship no. 43557328. The same will reach you by 2010-07-04. Due date: 2010-07-16.
78,financial,"Repair ref.no for your car is JC18624656 opened on 2009-12-14 21:14hrs,ETD of your car is 2009-12-15 12:16hrs and est.repair amt is Rs.895 Rgds, Maruti Auto Agency"
79,financial,"Repair ref.no for your car is JC82316385 opened on 2011-02-23 15:50hrs,ETD of your car is 2011-02-24 6:49hrs and est.repair amt is Rs.267 Rgds, Aryan Auto Agency"
80,financial,"Repair ref.no for your car is JC18155788 opened on 2011-04-06 5:14hrs,ETD of your car is 2011-04-07 20:31hrs and est.repair amt is Rs.1360 Rgds, Bimal Auto Agency"
81,financial,"Repair ref.no for your car is JC63214156 opened on 2015-02-08 16:10hrs,ETD of your car is 2015-02-09 22:50hrs and est.repair amt is Rs.2684 Rgds, Bimal Auto Agency"
82,financial,Bill dated 2009-09-23 for Rs 1192 has been generated for your Bsnl fixedline/broadband relationship no. 63676737. The same will reach you by 2009-09-26. Due date: 2009-10-08.
83,financial,Bill dated 2014-11-24 for Rs 263 has been generated for your Jio fixedline/broadband relationship no. 87238418. The same will reach you by 2014-11-27. Due date: 2014-12-09.
84,financial,"Repair ref.no for your car is JC64472521 opened on 2010-12-23 4:57hrs,ETD of your car is 2010-12-24 22:26hrs and est.repair amt is Rs.803 Rgds, Maruti Auto Agency"
85,financial,Bill dated 2010-02-16 for Rs 216 has been generated for your Aircel fixedline/broadband relationship no. 24716453. The same will reach you by 2010-02-19. Due date: 2010-03-03.
86,financial,"Repair ref.no for your car is JC45335336 opened on 2015-08-02 4:40hrs,ETD of your car is 2015-08-03 11:27hrs and est.repair amt is Rs.533 Rgds, Lakshmi Auto Agency"
87,financial,Bill dated 2012-05-01 for Rs 1108 has been generated for your Reliance fixedline/broadband relationship no. 88225483. The same will reach you by 2012-05-04. Due date: 2012-05-16.
88,financial,Bill dated 2013-10-21 for Rs 535 has been generated for your Bsnl fixedline/broadband relationship no. 25778613. The same will reach you by 2013-10-24. Due date: 2013-11-05.
89,financial,"Repair ref.no for your car is JC61528737 opened on 2012-02-27 7:30hrs,ETD of your car is 2012-02-28 13:47hrs and est.repair amt is Rs.621 Rgds, Aryan Auto Agency"
90,financial,"Repair ref.no for your car is JC62477855 opened on 2015-06-22 5:48hrs,ETD of your car is 2015-06-23 22:10hrs and est.repair amt is Rs.386 Rgds, Bimal Auto Agency"
91,financial,"Repair ref.no for your car is JC63811617 opened on 2011-07-16 11:38hrs,ETD of your car is 2011-07-17 8:39hrs and est.repair amt is Rs.883 Rgds, Maruti Auto Agency"
92,financial,Bill dated 2015-08-18 for Rs 401 has been generated for your Airtel fixedline/broadband relationship no. 45151656. The same will reach you by 2015-08-21. Due date: 2015-09-02.
93,financial,"Repair ref.no for your car is JC46863884 opened on 2011-07-04 15:24hrs,ETD of your car is 2011-07-05 20:37hrs and est.repair amt is Rs.872 Rgds, Maha Veer Auto Agency"
94,financial,Bill dated 2012-12-09 for Rs 210 has been generated for your Vodafone fixedline/broadband relationship no. 11168526. The same will reach you by 2012-12-12. Due date: 2012-12-24.
95,financial,"Repair ref.no for your car is JC28262274 opened on 2012-11-07 16:50hrs,ETD of your car is 2012-11-08 1:30hrs and est.repair amt is Rs.2939 Rgds, Maha Veer Auto Agency"
96,financial,Bill dated 2013-07-26 for Rs 1037 has been generated for your Docomo fixedline/broadband relationship no. 57318567. The same will reach you by 2013-07-29. Due date: 2013-08-10.
97,financial,Bill dated 2013-01-05 for Rs 615 has been generated for your Vodafone fixedline/broadband relationship no. 66541624. The same will reach you by 2013-01-08. Due date: 2013-01-20.
98,financial,"Repair ref.no for your car is JC51143428 opened on 2014-11-22 5:48hrs,ETD of your car is 2014-11-23 1:50hrs and est.repair amt is Rs.1441 Rgds, Maha Veer Auto Agency"
99,financial,Bill dated 2015-02-09 for Rs 1166 has been generated for your Docomo fixedline/broadband relationship no. 73175731. The same will reach you by 2015-02-12. Due date: 2015-02-24.
100,financial,"Repair ref.no for your car is JC33238224 opened on 2010-10-09 12:34hrs,ETD of your car is 2010-10-10 15:31hrs and est.repair amt is Rs.2629 Rgds, Hyundai Auto Agency"
101,financial,Bill dated 2014-11-28 for Rs 890 has been generated for your Reliance fixedline/broadband relationship no. 62576138. The same will reach you by 2014-12-01. Due date: 2014-12-13.
102,financial,Bill dated 2013-11-12 for Rs 674 has been generated for your Reliance fixedline/broadband relationship no. 85844513. The same will reach you by 2013-11-15. Due date: 2013-11-27.
103,financial,Bill dated 2012-07-10 for Rs 1120 has been generated for your Docomo fixedline/broadband relationship no. 42855323. The same will reach you by 2012-07-13. Due date: 2012-07-25.
104,financial,"Repair ref.no for your car is JC57728156 opened on 2009-10-10 5:51hrs,ETD of your car is 2009-10-11 17:31hrs and est.repair amt is Rs.2381 Rgds, Lakshmi Auto Agency"
105,financial,Bill dated 2012-04-19 for Rs 747 has been generated for your Vodafone fixedline/broadband relationship no. 17465672. The same will reach you by 2012-04-22. Due date: 2012-05-04.
106,financial,Bill dated 2013-08-04 for Rs 695 has been generated for your Docomo fixedline/broadband relationship no. 34522512. The same will reach you by 2013-08-07. Due date: 2013-08-19.
107,financial,"Repair ref.no for your car is JC35158837 opened on 2010-09-25 6:20hrs,ETD of your car is 2010-09-26 5:30hrs and est.repair amt is Rs.1962 Rgds, True Value"
108,financial,Bill dated 2009-08-26 for Rs 137 has been generated for your Reliance fixedline/broadband relationship no. 72442731. The same will reach you by 2009-08-29. Due date: 2009-09-10.
109,financial,Bill dated 2011-07-12 for Rs 351 has been generated for your Jio fixedline/broadband relationship no. 21336245. The same will reach you by 2011-07-15. Due date: 2011-07-27.
110,financial,Bill dated 2011-06-01 for Rs 243 has been generated for your Jio fixedline/broadband relationship no. 62847412. The same will reach you by 2011-06-04. Due date: 2011-06-16.
111,financial,Bill dated 2012-05-18 for Rs 641 has been generated for your Aircel fixedline/broadband relationship no. 76212361. The same will reach you by 2012-05-21. Due date: 2012-06-02.
112,financial,Bill dated 2015-02-17 for Rs 1089 has been generated for your Aircel fixedline/broadband relationship no. 48175175. The same will reach you by 2015-02-20. Due date: 2015-03-04.
113,financial,"Repair ref.no for your car is JC18838526 opened on 2013-08-29 18:18hrs,ETD of your car is 2013-08-30 22:15hrs and est.repair amt is Rs.1538 Rgds, Sarden Auto Agency"
114,financial,Bill dated 2012-08-26 for Rs 522 has been generated for your Docomo fixedline/broadband relationship no. 22467736. The same will reach you by 2012-08-29. Due date: 2012-09-10.
115,financial,Bill dated 2014-08-27 for Rs 1088 has been generated for your Idea fixedline/broadband relationship no. 51483423. The same will reach you by 2014-08-30. Due date: 2014-09-11.
116,financial,"Repair ref.no for your car is JC54466848 opened on 2013-06-06 20:41hrs,ETD of your car is 2013-06-07 21:51hrs and est.repair amt is Rs.1449 Rgds, Aryan Auto Agency"
117,financial,Bill dated 2010-11-11 for Rs 909 has been generated for your Idea fixedline/broadband relationship no. 25426154. The same will reach you by 2010-11-14. Due date: 2010-11-26.
118,financial,"Repair ref.no for your car is JC44214352 opened on 2011-08-16 23:17hrs,ETD of your car is 2011-08-17 14:26hrs and est.repair amt is Rs.280 Rgds, Lakshmi Auto Agency"
119,financial,Bill dated 2009-09-23 for Rs 201 has been generated for your Jio fixedline/broadband relationship no. 87812614. The same will reach you by 2009-09-26. Due date: 2009-10-08.
120,financial,Bill dated 2015-07-27 for Rs 642 has been generated for your Bsnl fixedline/broadband relationship no. 64365787. The same will reach you by 2015-07-30. Due date: 2015-08-11.
121,financial,"Repair ref.no for your car is JC46478711 opened on 2014-11-09 13:49hrs,ETD of your car is 2014-11-10 20:17hrs and est.repair amt is Rs.2461 Rgds, Sarden Auto Agency"
122,financial,"Repair ref.no for your car is JC42228538 opened on 2013-11-27 18:39hrs,ETD of your car is 2013-11-28 1:41hrs and est.repair amt is Rs.2719 Rgds, Aryan Auto Agency"
123,financial,Bill dated 2014-02-17 for Rs 315 has been generated for your Vodafone fixedline/broadband relationship no. 65862442. The same will reach you by 2014-02-20. Due date: 2014-03-04.
124,financial,Bill dated 2010-03-29 for Rs 174 has been generated for your Airtel fixedline/broadband relationship no. 27765174. The same will reach you by 2010-04-01. Due date: 2010-04-13.
125,financial,"Repair ref.no for your car is JC37445748 opened on 2013-03-30 9:49hrs,ETD of your car is 2013-03-31 6:30hrs and est.repair amt is Rs.1312 Rgds, Maha Veer Auto Agency"
126,financial,"Repair ref.no for your car is JC74126458 opened on 2009-09-13 12:10hrs,ETD of your car is 2009-09-14 5:13hrs and est.repair amt is Rs.2640 Rgds, True Value"
127,financial,"Repair ref.no for your car is JC78182827 opened on 2011-09-06 13:46hrs,ETD of your car is 2011-09-07 16:53hrs and est.repair amt is Rs.2636 Rgds, True Value"
128,financial,"Repair ref.no for your car is JC33562822 opened on 2014-07-06 20:11hrs,ETD of your car is 2014-07-07 10:12hrs and est.repair amt is Rs.1087 Rgds, Sarden Auto Agency"
129,financial,"Repair ref.no for your car is JC13714253 opened on 2009-09-06 23:13hrs,ETD of your car is 2009-09-07 16:28hrs and est.repair amt is Rs.1715 Rgds, Maruti Auto Agency"
130,financial,Bill dated 2014-06-26 for Rs 966 has been generated for your Jio fixedline/broadband relationship no. 38356328. The same will reach you by 2014-06-29. Due date: 2014-07-11.
131,financial,"Repair ref.no for your car is JC53682255 opened on 2013-09-08 0:27hrs,ETD of your car is 2013-09-09 11:29hrs and est.repair amt is Rs.1272 Rgds, Maha Veer Auto Agency"
132,financial,Bill dated 2011-03-20 for Rs 601 has been generated for your Reliance fixedline/broadband relationship no. 47672785. The same will reach you by 2011-03-23. Due date: 2011-04-04.
133,financial,Bill dated 2013-11-17 for Rs 720 has been generated for your Reliance fixedline/broadband relationship no. 34527665. The same will reach you by 2013-11-20. Due date: 2013-12-02.
134,financial,"Repair ref.no for your car is JC77423735 opened on 2014-08-09 15:39hrs,ETD of your car is 2014-08-10 6:18hrs and est.repair amt is Rs.396 Rgds, Sarden Auto Agency"
135,financial,"Repair ref.no for your car is JC48423212 opened on 2012-09-22 20:44hrs,ETD of your car is 2012-09-23 19:15hrs and est.repair amt is Rs.1623 Rgds, Sarden Auto Agency"
136,financial,Bill dated 2013-12-18 for Rs 1042 has been generated for your Aircel fixedline/broadband relationship no. 15723163. The same will reach you by 2013-12-21. Due date: 2014-01-02.
137,financial,"Repair ref.no for your car is JC62141887 opened on 2015-02-20 11:41hrs,ETD of your car is 2015-02-21 1:13hrs and est.repair amt is Rs.426 Rgds, Maruti Auto Agency"
138,financial,Bill dated 2013-07-17 for Rs 607 has been generated for your Reliance fixedline/broadband relationship no. 48128186. The same will reach you by 2013-07-20. Due date: 2013-08-01.
139,financial,"Repair ref.no for your car is JC78255263 opened on 2013-01-05 19:48hrs,ETD of your car is 2013-01-06 7:17hrs and est.repair amt is Rs.1192 Rgds, Maha Veer Auto Agency"
140,financial,"Repair ref.no for your car is JC87168687 opened on 2010-09-18 9:20hrs,ETD of your car is 2010-09-19 4:43hrs and est.repair amt is Rs.2506 Rgds, Sarden Auto Agency"
141,financial,"Repair ref.no for your car is JC42414468 opened on 2014-11-26 20:48hrs,ETD of your car is 2014-11-27 1:50hrs and est.repair amt is Rs.772 Rgds, True Value"
142,financial,"Repair ref.no for your car is JC17355244 opened on 2010-03-06 18:49hrs,ETD of your car is 2010-03-07 4:39hrs and est.repair amt is Rs.1201 Rgds, Hyundai Auto Agency"
143,financial,Bill dated 2010-11-19 for Rs 1045 has been generated for your Bsnl fixedline/broadband relationship no. 86748325. The same will reach you by 2010-11-22. Due date: 2010-12-04.
144,financial,Bill dated 2015-03-25 for Rs 398 has been generated for your Aircel fixedline/broadband relationship no. 53733837. The same will reach you by 2015-03-28. Due date: 2015-04-09.
145,financial,Bill dated 2013-01-23 for Rs 187 has been generated for your Reliance fixedline/broadband relationship no. 38185756. The same will reach you by 2013-01-26. Due date: 2013-02-07.
146,financial,Bill dated 2013-11-08 for Rs 395 has been generated for your Reliance fixedline/broadband relationship no. 45477888. The same will reach you by 2013-11-11. Due date: 2013-11-23.
147,financial,"Repair ref.no for your car is JC42781515 opened on 2013-03-09 20:50hrs,ETD of your car is 2013-03-10 10:58hrs and est.repair amt is Rs.1127 Rgds, Maha Veer Auto Agency"
148,financial,Bill dated 2011-01-24 for Rs 982 has been generated for your Aircel fixedline/broadband relationship no. 41586718. The same will reach you by 2011-01-27. Due date: 2011-02-08.
149,financial,"Repair ref.no for your car is JC61514562 opened on 2013-07-27 13:34hrs,ETD of your car is 2013-07-28 21:49hrs and est.repair amt is Rs.1038 Rgds, Lakshmi Auto Agency"
150,financial,"Repair ref.no for your car is JC25561414 opened on 2015-02-22 23:45hrs,ETD of your car is 2015-02-23 12:25hrs and est.repair amt is Rs.547 Rgds, Lakshmi Auto Agency"
151,financial,Bill dated 2010-02-19 for Rs 580 has been generated for your Docomo fixedline/broadband relationship no. 61344158. The same will reach you by 2010-02-22. Due date: 2010-03-06.
152,financial,"Repair ref.no for your car is JC87285164 opened on 2010-07-20 5:28hrs,ETD of your car is 2010-07-21 11:50hrs and est.repair amt is Rs.1090 Rgds, True Value"
153,financial,Bill dated 2015-02-01 for Rs 903 has been generated for your Docomo fixedline/broadband relationship no. 47283774. The same will reach you by 2015-02-04. Due date: 2015-02-16.
154,financial,Bill dated 2013-04-22 for Rs 729 has been generated for your Bsnl fixedline/broadband relationship no. 64175318. The same will reach you by 2013-04-25. Due date: 2013-05-07.
155,financial,Bill dated 2010-01-08 for Rs 520 has been generated for your Idea fixedline/broadband relationship no. 17741435. The same will reach you by 2010-01-11. Due date: 2010-01-23.
156,financial,Bill dated 2014-03-08 for Rs 1046 has been generated for your Bsnl fixedline/broadband relationship no. 75148365. The same will reach you by 2014-03-11. Due date: 2014-03-23.
157,financial,Bill dated 2014-09-08 for Rs 739 has been generated for your Aircel fixedline/broadband relationship no. 62817677. The same will reach you by 2014-09-11. Due date: 2014-09-23.
158,financial,Bill dated 2012-04-19 for Rs 108 has been generated for your Airtel fixedline/broadband relationship no. 84466855. The same will reach you by 2012-04-22. Due date: 2012-05-04.
159,financial,"Repair ref.no for your car is JC11276261 opened on 2014-05-18 21:15hrs,ETD of your car is 2014-05-19 11:57hrs and est.repair amt is Rs.414 Rgds, True Value"
160,financial,"Repair ref.no for your car is JC43338553 opened on 2012-11-01 13:31hrs,ETD of your car is 2012-11-02 1:10hrs and est.repair amt is Rs.2057 Rgds, Bimal Auto Agency"
